chapter	line	current_expr	aed_name	access	rationale
chapters/directories.qmd	78	"DT::datatable(file_info(here(""data"", ""case_linelists"", ""linelist_cleaned.rds"")), rownames = FALSE, options = list(pageLength = 5, scrollX=T), class = 'white-space: nowrap' )"	linelist_cleaned_rds	save_data	fs::file_info() reads real file metadata (mtime, size) from disk; get_data() returns parsed dataset content, not file metadata.
chapters/directories.qmd	84	"file_info(here(""data"", ""case_linelists"", ""linelist_cleaned.rds""))$modification_time"	linelist_cleaned_rds	save_data	fs::file_info() reads the real file's modification time from disk; not obtainable from get_data().
chapters/directories.qmd	127	"is_file(here(""data"", ""case_linelists"", ""linelist_cleaned.rds""))"	linelist_cleaned_rds	save_data	fs::is_file() checks that the real file exists on disk; needs an actual file, not a parsed object.
chapters/directories.qmd	74	"file_info(here(""data"", ""case_linelists"", ""linelist_cleaned.rds""))"	linelist_cleaned_rds		ILLUSTRATIVE: eval=F chunk (line 73); demo of fs::file_info() on the real file, never executes (the executing, echo=F version is at line 78).
chapters/time_series.qmd	202	data <- stars::read_stars(file_paths)	germany_weather	get_data	stars::read_stars() returns a 'stars' object; get_data() explicitly handles stars objects and returns the equivalent object directly per package docs. Reads all 10 germany_weather*.nc files (already enumerated via list.files() at line 194) as one stack.
chapters/data_used.qmd	140	"cleaning_dict <- import(""https://github.com/appliedepi/epirhandbook_eng/raw/master/data/case_linelists/cleaning_dict.csv"")"	case_linelists_cleaning_dict		"ILLUSTRATIVE: eval=F chunk; alternate direct-from-URL download demo (no local repo clone needed). Never executes; the chapter's real, executing read of this dataset uses here::here(""data"",...) elsewhere in the same chapter."
chapters/data_used.qmd	162	"likert_data <- import(""https://raw.githubusercontent.com/appliedepi/epirhandbook_eng/master/data/likert_data.csv"")"	likert_data		"ILLUSTRATIVE: eval=F chunk; alternate direct-from-URL download demo (no local repo clone needed). Never executes; the chapter's real, executing read of this dataset uses here::here(""data"",...) elsewhere in the same chapter."
chapters/data_used.qmd	246	"A_demo <- import(""https://github.com/appliedepi/epirhandbook_eng/raw/master/data/standardization/country_demographics.csv"")"	country_demographics		"ILLUSTRATIVE: eval=F chunk; alternate direct-from-URL download demo (no local repo clone needed). Never executes; the chapter's real, executing read of this dataset uses here::here(""data"",...) elsewhere in the same chapter."
chapters/data_used.qmd	249	"A_deaths <- import(""https://github.com/appliedepi/epirhandbook_eng/raw/master/data/standardization/deaths_countryA.csv"")"	deaths_countryA		"ILLUSTRATIVE: eval=F chunk; alternate direct-from-URL download demo (no local repo clone needed). Never executes; the chapter's real, executing read of this dataset uses here::here(""data"",...) elsewhere in the same chapter."
chapters/data_used.qmd	255	"B_demo <- import(""https://github.com/appliedepi/epirhandbook_eng/raw/master/data/standardization/country_demographics_2.csv"")"	country_demographics_2		"ILLUSTRATIVE: eval=F chunk; alternate direct-from-URL download demo (no local repo clone needed). Never executes; the chapter's real, executing read of this dataset uses here::here(""data"",...) elsewhere in the same chapter."
chapters/data_used.qmd	258	"B_deaths <- import(""https://github.com/appliedepi/epirhandbook_eng/raw/master/data/standardization/deaths_countryB.csv"")"	deaths_countryB		"ILLUSTRATIVE: eval=F chunk; alternate direct-from-URL download demo (no local repo clone needed). Never executes; the chapter's real, executing read of this dataset uses here::here(""data"",...) elsewhere in the same chapter."
chapters/data_used.qmd	265	"standard_pop_data <- import(""https://github.com/appliedepi/epirhandbook_eng/raw/master/data/standardization/world_standard_population_by_sex.csv"")"	world_standard_population_by_sex		"ILLUSTRATIVE: eval=F chunk; alternate direct-from-URL download demo (no local repo clone needed). Never executes; the chapter's real, executing read of this dataset uses here::here(""data"",...) elsewhere in the same chapter."
chapters/standardization.qmd	58	"A_demo <- import(""https://github.com/appliedepi/epirhandbook_eng/raw/master/data/standardization/country_demographics.csv"")"	country_demographics		"ILLUSTRATIVE: eval=F chunk; alternate direct-from-URL download demo (no local repo clone needed). Never executes; the chapter's real, executing read of this dataset uses here::here(""data"",...) elsewhere in the same chapter."
chapters/standardization.qmd	61	"A_deaths <- import(""https://github.com/appliedepi/epirhandbook_eng/raw/master/data/standardization/deaths_countryA.csv"")"	deaths_countryA		"ILLUSTRATIVE: eval=F chunk; alternate direct-from-URL download demo (no local repo clone needed). Never executes; the chapter's real, executing read of this dataset uses here::here(""data"",...) elsewhere in the same chapter."
chapters/standardization.qmd	64	"B_demo <- import(""https://github.com/appliedepi/epirhandbook_eng/raw/master/data/standardization/country_demographics_2.csv"")"	country_demographics_2		"ILLUSTRATIVE: eval=F chunk; alternate direct-from-URL download demo (no local repo clone needed). Never executes; the chapter's real, executing read of this dataset uses here::here(""data"",...) elsewhere in the same chapter."
chapters/standardization.qmd	67	"B_deaths <- import(""https://github.com/appliedepi/epirhandbook_eng/raw/master/data/standardization/deaths_countryB.csv"")"	deaths_countryB		"ILLUSTRATIVE: eval=F chunk; alternate direct-from-URL download demo (no local repo clone needed). Never executes; the chapter's real, executing read of this dataset uses here::here(""data"",...) elsewhere in the same chapter."
chapters/standardization.qmd	70	"standard_pop_data <- import(""https://github.com/appliedepi/epirhandbook_eng/raw/master/data/standardization/world_standard_population_by_sex.csv"")"	world_standard_population_by_sex		"ILLUSTRATIVE: eval=F chunk; alternate direct-from-URL download demo (no local repo clone needed). Never executes; the chapter's real, executing read of this dataset uses here::here(""data"",...) elsewhere in the same chapter."
chapters/iteration.qmd	653	map(.f = ~export(linelist_split[[.x]], file = str_glue("{here('data')}/{.x}.csv")))			ILLUSTRATIVE: eval=F chunk (line 650); write-back demo using single-quoted here('data') inside str_glue() to write one CSV per hospital into data/; never executes.
