chapter	lang	heading	segment_index	kind	en_span	tr_span	proposition	reader_consequence	confidence
epicurves	es	## Multi-level date labels / ## Etiquetas de fecha de varios niveles	S29.P1	missing	chapters/epicurves.qmd:1341-1341	chapters/epicurves.es.qmd:1305-1308	The English states that the easiest method for multi-level date labels is to pass scales::label_date_short() to the labels = argument of scale_x_date(), and that its labels adjust automatically as the data expand from days to weeks to months and years; the Spanish omits this method and its worked example entirely.	A Spanish reader loses the simplest solution to the problem the section poses and is left only with the more elaborate faceting workaround, or hand-built \n labels that do not adapt as the outbreak lengthens.	high
epicurves	es	## Multi-level date labels / ## Etiquetas de fecha de varios niveles	S29.P2	missing	chapters/epicurves.qmd:1371-1371	chapters/epicurves.es.qmd:1307-1309	The English introduces the faceting technique as 'A second option', establishing that two alternatives are offered; the Spanish keeps the promise of 'uno de los enfoques siguientes' (one of the following approaches) but presents faceting with no such framing and with no first option.	A Spanish reader is told to choose among several approaches and is then given exactly one, so they cannot tell whether an approach is missing from the page or whether faceting is the only method that exists.	medium
epicurves	es	## Cumulative Incidence / ## Incidencia acumulada	S31.P1	added	chapters/epicurves.qmd:1521-1523	chapters/epicurves.es.qmd:1481-1481	The Spanish adds a note telling the reader that if they use incidence2 they should consult the section on producing cumulative incidence with a simple function; the English has no such note and the chapter contains no incidence2 section.	A Spanish reader is directed to a cross-reference that does not exist anywhere in the chapter, and may abandon the ggplot2 route in search of a simpler incidence2 function that the handbook never shows.	high
epicurves	fr	Epidemic curves	S1.P2	missing	chapters/epicurves.qmd:27-27	chapters/epicurves.fr.qmd:25-27	The English states that the incidence2 package offers an alternative approach with easier commands, was unstable at the time of writing, and will be re-added to the chapter when stable; the French has no equivalent sentence anywhere in the introduction.	A French reader is never told that incidence2 exists as an easier alternative, nor why it is commented out of the p_load() chunk immediately below, so they cannot judge whether to look for it or wait for it.	high
epicurves	fr	Epicurves with ggplot2	S7.P1	added	chapters/epicurves.qmd:146-146	chapters/epicurves.fr.qmd:144-144	The French opens the sentence with "Contrairement a l'utilisation du paquet incidence2" (unlike using the incidence2 package), asserting a contrast with incidence2; the English sentence makes no reference to incidence2 and simply states that you must manually control the aggregation and the date-axis label intervals.	A French reader is pointed at an incidence2 workflow that this version of the chapter never describes and that the package chunk has commented out, so they may go looking for a comparison section that does not exist.	high
epicurves	fr	Weekly epicurve example	S9.P1	added	chapters/epicurves.qmd:278-278	chapters/epicurves.fr.qmd:279-279	The French bullet adds that the date-label interval can alternatively be set automatically with label = label_date_short() from the scales package; the English bullet states only that the interval is specified by date_breaks = within scale_x_date().	A French reader is given an extra method at this point that the English reader only meets later in the Multi-level date labels section, so the two editions teach a different amount of material at the same step.	high
epicurves	fr	Adjust level order	S13.P1	added	chapters/epicurves.qmd:449-449	chapters/epicurves.fr.qmd:452-452	The French adds a sentence recommending fct_lump() for more advanced level adjustment, stating it automatically combines small categories into an "Autre" category; the English paragraph mentions only fct_relevel().	A French reader may apply fct_lump() expecting it to be demonstrated in the code chunk below, but no chunk in the chapter uses it, and the claim about an automatic "Autre" category is unverified in this chapter.	high
epicurves	fr	Date-axis labels/gridlines	S17.P1	added	chapters/epicurves.qmd:619-619	chapters/epicurves.fr.qmd:624-624	The French bullet adds the alternative "OU utilisez label = label_date_short() (du paquet scales) pour des etiquettes de date automatiques et efficaces"; the English bullet describes only date_labels = and the use of \n for a new line.	A French reader receives an extra option in this reference list that the English reference list does not carry, so a reader comparing the two editions sees a different set of documented arguments for scale_x_date().	high
epicurves	fr	Cumulative Incidence	S31.P1	added	chapters/epicurves.qmd:1522-1523	chapters/epicurves.fr.qmd:1534-1534	The French opens the section with "Cette page traitera de la facon de calculer l'incidence cumulee et de la tracer avec ggplot()"; the English section has no such framing sentence and begins directly with the instruction to create a cumulative column with cumsum().	A French reader is told this is a separate page covering cumulative incidence, when it is one section of the epicurve chapter, so they may search the site for a page that does not exist.	medium
epicurves	jp	Specify case bins	S8.P1	missing	chapters/epicurves.qmd:182-182	chapters/epicurves.jp.qmd:170-170	The English CAUTION states that the first 7-day bin created by binwidth = 7 can start on any day of the week; the Japanese caution says only that the first bin starts at the first case and drops the 'any day of the week' point.	A Japanese reader does not learn that binwidth = 7 bins are anchored to an arbitrary weekday, so they may present binwidth = 7 bars as if they were standard Monday (or epidemiological) weeks.	medium
epicurves	jp	Specify case bins	S8.P2	untrue	chapters/epicurves.qmd:201-201	chapters/epicurves.jp.qmd:188-188	The Japanese states that the first case in the Central Hospital dataset had symptom onset on 'day 1' (1 日目); the English makes no such claim, it opens a sentence that the following code completes by printing the actual weekday and date.	A Japanese reader is told a fabricated fact about the data and cannot connect the sentence to the printed value of format(min(central_data$date_onset), '%A %d %b, %Y'), which is a full weekday-date, not 'day 1'.	high
epicurves	jp	Weekly epicurve example	S9.P1	untrue	chapters/epicurves.qmd:280-280	chapters/epicurves.jp.qmd:268-268	The Japanese says closed = "left" is used to check that the date LABELS are counted into the correct bins; the English says it ensures the DATES (the case observations) are counted in the correct bins.	A Japanese reader misunderstands closed = "left" as an axis-labelling control rather than a bin-boundary rule for case counting, which contradicts the same chapter's later statement that date labels are independent of the data aggregation.	medium
epicurves	jp	Bars side-by-side	S15.P1	untrue	chapters/epicurves.qmd:538-538	chapters/epicurves.jp.qmd:513-513	The Japanese sets the readability threshold at two or more groups (2 つ以上のグループがある場合); the English sets it at more than two groups.	A Japanese reader is told that even two side-by-side groups become hard to read, contradicting the example immediately below, which uses exactly two groups (gender) as a working dodge plot, and may switch to faceting when dodging is fine.	medium
epicurves	jp	Date-axis labels/gridlines	S17.P1	untrue	chapters/epicurves.qmd:626-626	chapters/epicurves.jp.qmd:604-604	The Japanese says the instructions for building a date sequence with seq.Date() are in the separate 'ggplot basics' chapter; the English says they are in the opening ggplot section of this same page.	A Japanese reader leaves the epicurve chapter to look for seq.Date() guidance in a chapter that does not contain it, instead of scrolling up to the 'Specify case bins' section where it is explained.	medium
epicurves	jp	Aggregated data	S19.P1	missing	chapters/epicurves.qmd:789-789	chapters/epicurves.jp.qmd:761-761	The English states that count_data is the linelist aggregated to day-hospital counts (grouped by both date and hospital); the Japanese states only that it is the linelist counted by day.	A Japanese reader assumes one row per date and does not expect several rows per date (one per hospital), so they misread the displayed table and the height of the resulting daily bars.	medium
epicurves	jp	Multi-level date labels	S29.P4	missing	chapters/epicurves.qmd:1426-1426	chapters/epicurves.jp.qmd:1374-1374	The English cites two distinct stackoverflow posts (questions 44616530 and 20571306) as the source of the faceting technique; the Japanese cites question 44616530 twice, so the second source is absent.	A Japanese reader who follows the second reference lands back on the first post and never reaches the multi-row axis-label discussion that the English points to.	high
epicurves	pt	Epidemic curves	S1.P2	untrue	chapters/epicurves.qmd:15-15	chapters/epicurves.pt.qmd:15-15	The English lists 'time intervals between case generations' among what an epicurve reveals; the Portuguese says 'intervalos temporais entre picos de casos' (time intervals between peaks of cases).	A Portuguese reader is told the epicurve reveals the spacing between epidemic peaks, and never learns that it can reveal the generation interval between successive case generations, which is the quantity used to infer serial interval and mode of transmission.	high
epicurves	pt	Epidemic curves	S1.P2	added	chapters/epicurves.qmd:17-17	chapters/epicurves.pt.qmd:17-20	The Portuguese states the page demonstrates two approaches, the incidence2 package (simple commands) and ggplot2; the English states only that the page demonstrates ggplot2.	A Portuguese reader expects an incidence2 walkthrough that does not exist anywhere in the chapter, and may install and try incidence2 for a workflow the handbook no longer supports.	high
epicurves	pt	Epidemic curves	S1.P2	missing	chapters/epicurves.qmd:27-27	chapters/epicurves.pt.qmd:28-29	The English states that incidence2 was undergoing revisions, was not stable at the time of writing, and will be re-added to the chapter when stable; the Portuguese omits this entirely.	A Portuguese reader has no warning that incidence2 is unstable, so cannot tell why no incidence2 code appears and may build a production report on an API that is in flux.	high
epicurves	pt	Epicurves with ggplot2	S7.P1	added	chapters/epicurves.qmd:146-146	chapters/epicurves.pt.qmd:147-147	The Portuguese opens the sentence with 'Diferente do pacote incidence2' (unlike the incidence2 package), asserting a contrast with incidence2 that the English sentence does not make.	A Portuguese reader infers that incidence2 handles time aggregation and date-label intervals automatically, a comparison the handbook never establishes or demonstrates.	high
epicurves	pt	Weekly epicurve example	S9.P1	missing	chapters/epicurves.qmd:280-280	chapters/epicurves.pt.qmd:283-284	The English bullet list states that closed = "left" is used in geom_histogram() to ensure the dates are counted in the correct bins; the Portuguese bullet list omits this point.	A Portuguese reader building weekly bins never learns that bin membership at a break point must be set with closed = "left", and will silently assign cases falling exactly on a Monday to the previous week.	high
epicurves	pt	One facet with data	S25.P3	untrue	chapters/epicurves.qmd:1149-1149	chapters/epicurves.pt.qmd:1130-1130	The English says the facet column moves to the rows side of the equation and the right side is replaced by "."; the Portuguese says the left side ('no lado esquerdo') is replaced by ".".	A Portuguese reader following the text writes facet_wrap(.~facet) instead of facet_wrap(facet~.), producing horizontally arranged facets instead of the vertically stacked layout the section is teaching, and contradicting the code shown in the same sentence.	high
epicurves	pt	Multi-level date labels	S29.P1	missing	chapters/epicurves.qmd:1341-1341	chapters/epicurves.pt.qmd:1314-1314	The English states the easiest method is to assign labels = scales::label_date_short() inside scale_x_date(), that it automatically constructs efficient date labels, and that the labels adapt as data expands from days to weeks to months and years; the Portuguese omits this entire method.	A Portuguese reader loses the recommended, simplest solution to multi-level date labels and is pushed straight to the far more complex faceting workaround, and the surviving text no longer explains that faceting is only the second option.	high
epicurves	pt	Cumulative Incidence	S31.P1	added	chapters/epicurves.qmd:1523-1523	chapters/epicurves.pt.qmd:1488-1488	The Portuguese adds a note telling readers who use incidence2 to see 'a seção' where cumulative incidence is produced with a single simple function; the English has no such note or section.	A Portuguese reader searches the chapter for a nonexistent incidence2 cumulative-incidence section and may conclude the handbook is truncated or that they missed a simpler route.	high
epicurves	ru	Epidemic curves	S1.P2	added	chapters/epicurves.qmd:17-17	chapters/epicurves.ru.qmd:17-20	The Russian text states the chapter demonstrates two approaches to building epicurves in R, the incidence2 package with simple commands and ggplot2; the English states only that the page demonstrates making epidemic curves with ggplot2.	A Russian reader expects an incidence2 walkthrough in this chapter and looks for simple incidence2 commands that the chapter never provides.	high
epicurves	ru	Epidemic curves	S1.P2	missing	chapters/epicurves.qmd:27-27	chapters/epicurves.ru.qmd:28-29	The English states that the incidence2 package offers an alternative approach with easier commands but was undergoing revisions, was not stable at the time of writing, and will be re-added to the chapter when stable; the Russian omits this entirely.	A Russian reader is not warned that incidence2 was unstable and was removed from the chapter, so they may adopt it for production work without knowing why the handbook dropped its coverage.	high
epicurves	ru	Epicurves with ggplot2	S7.P1	added	chapters/epicurves.qmd:146-146	chapters/epicurves.ru.qmd:146-146	The Russian opens the sentence with 'Unlike using the incidence2 package', asserting a contrast with incidence2 behaviour; the English sentence makes no comparison with any other package.	A Russian reader infers that incidence2 handles time aggregation and date-axis label intervals automatically, a claim this chapter never states or supports.	high
epicurves	ru	Cumulative Incidence	S33.P1	added	chapters/epicurves.qmd:1522-1522	chapters/epicurves.ru.qmd:1523-1523	The Russian adds a note telling the reader to see the section on obtaining cumulative incidence with a simple incidence2 function, and that this page instead covers calculating and plotting it with ggplot(); the English has no such note and no such incidence2 section exists in the chapter.	A Russian reader searches the chapter for a non-existent incidence2 cumulative-incidence section and wastes time, or assumes the handbook is incomplete.	high
epicurves	tr	Epidemic curves	S1.P1	untrue	chapters/epicurves.qmd:17-17	chapters/epicurves.tr.qmd:17-20	The translation states that the page demonstrates two approaches to making epicurves in R, the first being the incidence2 package, which can build an epicurve with simple commands; the English states only that the page demonstrates epicurves with ggplot2.	A Turkish reader expects an incidence2 walk-through that appears nowhere in the chapter, and may abandon ggplot2 while searching for the easier commands promised in the introduction.	high
epicurves	tr	Epidemic curves	S1.P1	missing	chapters/epicurves.qmd:27-27	chapters/epicurves.tr.qmd:28-29	The English states that incidence2 was undergoing revisions, was not stable at the time of writing, and will be re-added to the chapter when stable; the translation omits this note entirely.	A Turkish reader is given no reason why incidence2 content is absent, and may install and rely on an unstable package instead of waiting for the revised chapter.	high
epicurves	tr	Epicurves with ggplot2	S7.P1	added	chapters/epicurves.qmd:146-146	chapters/epicurves.tr.qmd:146-146	The translation opens the sentence with 'Unlike using the incidence2 package', framing the manual control of time aggregation and date-axis label intervals as a contrast with incidence2; the English makes the statement without any comparison.	A Turkish reader infers that incidence2 handles the aggregation and date labels automatically and that this chapter has shown it, when the chapter never covers incidence2 at all.	high
epicurves	tr	Weekly epicurve example	S9.P1	missing	chapters/epicurves.qmd:280-280	chapters/epicurves.tr.qmd:282-283	The English bullet list states that closed = "left" is used in geom_histogram() so that dates are counted into the correct bins; the translation's bullet list omits this point.	A Turkish reader does not learn that bin edges must be closed on the left, so cases falling exactly on a Monday break point are silently assigned to the previous week and every weekly count can be wrong by the boundary cases.	high
epicurves	tr	Multi-level date labels	S29.P1	missing	chapters/epicurves.qmd:1341-1341	chapters/epicurves.tr.qmd:1314-1315	The English states that the easiest method is to assign the labels = argument of scale_x_date() to scales::label_date_short(), which builds efficient date labels automatically and adjusts them as the data expand from days to weeks to months and years; the translation omits this whole method.	A Turkish reader loses the simplest solution to the stated problem and is left only with the faceting workaround, which is far more code for the same result.	high
epicurves	tr	Multi-level date labels	S29.P2	missing	chapters/epicurves.qmd:1371-1371	chapters/epicurves.tr.qmd:1314-1314	The English introduces faceting as 'a second option'; the translation presents the faceting code as 'a few notes on the code below' and never identifies it as one of several approaches.	The translation still promises 'one of the approaches below' but then offers a single unlabelled technique, so a Turkish reader cannot tell which approach is being shown or that any alternative exists.	medium
epicurves	tr	Cumulative Incidence	S31.P1	untrue	chapters/epicurves.qmd:1522-1523	chapters/epicurves.tr.qmd:1488-1488	The translation states that a reader using incidence2 should consult the section showing how to produce cumulative incidence with a simple function; no such section exists in the chapter and the English contains no such pointer.	A Turkish reader searches the chapter for an incidence2 cumulative-incidence section that is not there, and may conclude the translation is truncated or skip the cumsum() method actually provided.	high
epicurves	vn	Epidemic curves	S1.P2	untrue	chapters/epicurves.qmd:17-17	chapters/epicurves.vn.qmd:16-19	The Vietnamese states the chapter demonstrates two approaches, the incidence2 package (simple commands) and ggplot2; the English states only that it demonstrates epicurves with ggplot2.	A Vietnamese reader expects and looks for an incidence2 section that does not exist anywhere in the chapter, and may believe the omission is a rendering fault or that they skipped it.	high
epicurves	vn	Epidemic curves	S1.P2	missing	chapters/epicurves.qmd:27-27	chapters/epicurves.vn.qmd:26-27	The English states that incidence2 was undergoing revisions, was not stable at the time of writing, and will be re-added to the chapter when stable; the Vietnamese omits this entirely.	A Vietnamese reader is not warned that incidence2 is unstable, so may adopt it for production epicurve code on the handbook's implied endorsement.	high
epicurves	vn	Packages	S3.P1	untrue	chapters/epicurves.qmd:36-36	chapters/epicurves.vn.qmd:35-35	The Vietnamese says library() from base R installs a package ("cài đặt package với hàm library()"); the English says library() loads an already-installed package.	A Vietnamese reader believes library() will install a missing package, so runs library() on an uninstalled package, gets "there is no package called ...", and has no stated route to install it.	high
epicurves	vn	Epicurves with ggplot2	S7.P1	added	chapters/epicurves.qmd:146-146	chapters/epicurves.vn.qmd:136-136	The Vietnamese opens the sentence with "Unlike using the incidence2 package" ("Không giống như sử dụng package incidence2"), asserting a contrast with incidence2 behaviour that the English sentence does not make.	A Vietnamese reader infers that incidence2 handles time aggregation and date-axis labelling automatically, a claim the chapter never supports or demonstrates, and may choose incidence2 on that basis.	high
epicurves	vn	Specify case bins	S8.P1	untrue	chapters/epicurves.qmd:180-180	chapters/epicurves.vn.qmd:167-167	The Vietnamese says binwidth = is set to the number of bins of the histogram ("đặt binwidth = bằng số bins của histogram, tính bằng ngày"); the English says binwidth = sets the width of the histogram bins, in days.	A Vietnamese reader sets binwidth to the desired count of bars rather than the bar width in days, producing an epicurve with the wrong time aggregation while the code runs without error.	medium
epicurves	vn	Weekly epicurve example	S9.P1	missing	chapters/epicurves.qmd:280-280	chapters/epicurves.vn.qmd:261-262	The English bullet list states that closed = "left" is used in geom_histogram() to ensure dates are counted in the correct bins; the Vietnamese bullet list omits this point.	A Vietnamese reader building a weekly epicurve does not know to set closed = "left", so cases falling exactly on a Monday break are assigned to the previous week and every weekly count near a boundary can be off by those cases.	high
epicurves	vn	Multi-level date labels	S29.P1	missing	chapters/epicurves.qmd:1341-1341	chapters/epicurves.vn.qmd:1248-1250	The English states that the easiest method for multi-level date labels is passing scales::label_date_short() to the labels = argument of scale_x_date(), and that its labels adapt automatically as the data span grows from days to weeks to months and years; the Vietnamese omits this paragraph and presents only the faceting method.	A Vietnamese reader never learns the simplest solution to the stated problem and instead implements the far more involved facet_grid() workaround, which also forces a geom_area() instead of a histogram.	high
epicurves	vn	Cumulative Incidence	S31.P1	added	chapters/epicurves.qmd:1523-1523	chapters/epicurves.vn.qmd:1414-1414	The Vietnamese adds a note that a reader using incidence2 should see the chapter section on computing cumulative incidence with a single simple function, and that this section covers the ggplot() route; the English has no such note.	A Vietnamese reader searches the chapter for an incidence2 cumulative-incidence function that is never named or shown, and may abandon the ggplot() method described here while looking for it.	high
errors	es	R Markdown errors / Errores de R Markdown	S11.P1	untrue	chapters/errors.qmd:129-129	chapters/errors.es.qmd:126-126	The English quotes the literal knitr diagnostic as `Error in options[[sprintf("fig.%s", i)]]`; the Spanish quotes it as `Error en options[sprintf("fig.%s", i)]]`, translating the English keyword "in" to "en" and reducing the opening double bracket `[[` to a single `[`, so the string it presents as R output is a string R never emits.	A Spanish reader trying to recognise this error cannot match the quoted text against what their console actually prints, and a web search for "Error en options[sprintf" returns nothing, so they will not identify the out.width/out.height chunk-option fix this section exists to give them.	high
errors	fr	Package errors	S5.P1	untrue	chapters/errors.qmd:47-47	chapters/errors.fr.qmd:38-38	The English names plyr::summarise() and stats::filter() as further sources of MASKING errors (namespace conflicts); the French calls them "erreurs de cache" (cache errors), a different mechanism the English does not mention.	A French reader treats the plyr/stats conflicts as a caching problem rather than as the same namespace-masking problem described in the preceding sentence, so the link between the two paragraphs and the recommendation of the conflicted package loses its rationale, and the reader may look for a cache to clear instead of qualifying the call with dplyr::.	medium
errors	jp	Package errors / パッケージエラー	S5.P2	untrue	chapters/errors.qmd:47-47	chapters/errors.jp.qmd:63-63	The English names `plyr::summarise()` as a common source of masking errors; the Japanese names `plyr::summary()` instead, a function plyr does not export.	A Japanese reader hunting a masking conflict searches for `plyr::summary()`, finds no such function, and fails to recognise that the real conflict is between `plyr::summarise()` and `dplyr::summarise()`. Every other translation (fr, es, pt, ru, tr, vn) keeps `summarise()`, so this is a Japanese-only defect.	high
errors	jp	Plotting errors / プロットのエラー	S10.P1	untrue	chapters/errors.qmd:118-119	chapters/errors.jp.qmd:151-153	The English says the manual scale VALUES supplied (two colours) are insufficient for the number of factor levels; the Japanese says the NUMBER OF FACTOR LEVELS is insufficient (因子型の水準の数が十分ではありません), reversing which side of the mismatch is short.	A Japanese reader tries to add factor levels to the data, when the fix is to add a third colour to `scale_fill_manual(values = ...)`. The error text itself ("3 needed but only 2 provided") then reads as contradicting the surrounding explanation.	medium
errors	jp	Plotting errors / プロットのエラー	S10.P1	untrue	chapters/errors.qmd:119-119	chapters/errors.jp.qmd:153-153	The English warns to consider whether NA has BECOME an extra factor level (a cause of the shortfall); the Japanese asks the reader to check whether NA is CORRECTLY a factor level (NA が正しく因子型の水準になっているか), presenting NA-as-a-level as the desired state rather than the suspected problem.	A Japanese reader treats an NA level as something to establish rather than as the unnoticed extra level that made two colours too few, so they do not remove or recount it and the plot still fails.	medium
errors	jp	Common errors / よくあるエラー (chapter intro)	S1.P2	added	chapters/errors.qmd:8-9	chapters/errors.jp.qmd:10-10	The Japanese adds a translator's note stating that R error messages are not all translated into Japanese, and that where a Japanese version exists it is shown after the English one. The English has no such statement.	No harm to the reader: it correctly explains the paired English/Japanese code blocks that the translation adds throughout. Recorded because it is propositional content with no English counterpart, and because it governs how the rest of the chapter is read.	high
errors	pt	Interpreting error messages / Interpretando mensagens de erro	S2.P1	added	chapters/errors.qmd:15-15	chapters/errors.pt.qmd:14-14	The Portuguese text asserts that a reproducible example is also called an 'MRE', standing for 'Minimal Reproducible Exemple'; the English names only 'reprex'.	A Portuguese reader learns a second acronym that the handbook never uses again and that the linked 'Getting help' page does not define, and is given it with a misspelled expansion ('Exemple' for 'Example'), so a forum search on that term may not match what the handbook covers.	medium
errors	pt	Miscellaneous / Diversos	S12.P1	added	chapters/errors.qmd:133-133	chapters/errors.pt.qmd:112-112	The Portuguese text identifies the pipe as the specific operator '%>%'; the English says only 'pipe' without naming an operator.	A Portuguese reader takes the advice as applying only to the magrittr pipe '%>%' and may not check the same mistake in code written with the native pipe '|>'.	low
errors	tr	Package errors	S5.P4	missing	chapters/errors.qmd:45-45	chapters/errors.tr.qmd:44-44	English gives the remedy for the masked select(): write dplyr:: explicitly, or re-order package loading so that dplyr is loaded after all the others. The Turkish sentence folds both remedies into the agent of the masking clause ('masked by MASS::select(), by the one specifying dplyr:: or re-ordering your package for dplyr'), so no remedy is stated.	The Turkish reader learns that select() was masked but is never told what to do about it, and in particular never learns that dplyr must be loaded last.	high
errors	tr	Factor errors	S9.P1	code_mismatch	chapters/errors.qmd:107-112	chapters/errors.tr.qmd:104-109	The comment line names the value being added to the factor. English names it "Missing", matching the replace_na(age_cat, "Missing") call shown two lines below. Turkish names it "Eksik", which appears nowhere in the code beside it.	The reader cannot connect the described value to the replace_na() call in the same block, and may believe the string literal in the call is localised when it is not.	high
errors	tr	Typo errors	S4.P2	code_mismatch	chapters/errors.qmd:25-30	chapters/errors.tr.qmd:25-30	The prose tells the reader which literal string to look for in the error. English says look for "unexpected symbol", which is exactly the text in the block above it. Turkish says look for "Beklenmeyen simge", a string R never emits and which does not appear in the block above it.	The reader scans real R output for a Turkish phrase that never occurs, and does not recognise the English 'unexpected symbol' message as the one meant.	high
errors	tr	Function syntax errors	S7.P1	untrue	chapters/errors.qmd:86-91	chapters/errors.tr.qmd:84-89	The leading comment states the cause of the error. English: recode() was run WITHOUT re-stating the x variable inside mutate(x = recode(x, OLD = NEW)). Turkish turns it into an instruction: 'repeat the code in order to re-state the x variable in mutate(x = recode(x, OLD = NEW))'.	The reader takes the comment as a fix to apply rather than as the mistake that produced the error, so the diagnosis of the following error message is lost.	medium
errors	tr	Factor errors	S9.P1	untrue	chapters/errors.qmd:108-108	chapters/errors.tr.qmd:105-105	The comment describes an action already taken. English: 'Tried to add a value to a factor'. Turkish uses the imperative 'eklemeye çalışın' ('try to add a value to a factor'), an instruction to the reader.	The reader reads the line as a step to perform instead of the mistake that generated the invalid-factor-level error below it.	medium
errors	tr	Factor errors	S9.P1	untrue	chapters/errors.qmd:109-109	chapters/errors.tr.qmd:106-106	The line reproduces R's verbatim error output. English shows 'Problem with `mutate()` input `age_cat`.' Turkish replaces it with a Turkish sentence, "'age_cat' girişi 'mutate()' ile ilgili sorun olur.", presenting as R output text that R does not emit. The two lines below it in the same block remain in English.	The reader does not recognise the real English error message when it appears in their console, and cannot search for it verbatim.	medium
errors	tr	R Markdown errors	S11.P1	missing	chapters/errors.qmd:129-129	chapters/errors.tr.qmd:126-126	English states a prohibition: use out.width= or out.height= and *not* fig.width= and fig.height=. The Turkish sentence stops at 'kontrol edin' and leaves the rest as a fragment in which the emphasised word 'not' is untranslated; in Turkish 'not' means 'note', so the prohibition is not conveyed.	The reader may read the fragment as 'also note fig.width= and fig.height=' and keep using the very options that cause the error.	medium
errors	tr	Plotting errors	S10.P1	code_mismatch	chapters/errors.qmd:119-119	chapters/errors.tr.qmd:116-116	The illustrated scale_fill_manual() call uses R colour literals. English shows c("orange", "purple"). Turkish shows c("turuncu", "mor"), which are not R colour names and would raise an invalid colour name error.	A reader copying the illustrated values gets an invalid-colour error instead of the insufficient-values error the section is about.	medium
errors	tr	Miscellaneous	S12.P1	untrue	chapters/errors.qmd:133-133	chapters/errors.tr.qmd:130-130	English tells the reader to check the pipes (%>%) between re-arranged dplyr verbs. Turkish renders 'piped' as 'Tünellenmiş' ('tunnelled') and 'pipe' as 'tünel' ('tunnel'), so the text refers to a tunnel in the middle and a tunnel at the end, which the English does not support and which has no referent in R.	The reader cannot tell that the advice is about a missing or leftover %>% operator, so the single check this section offers is unusable.	medium
errors	tr	Interpreting error messages	S2.P1	missing	chapters/errors.qmd:15-15	chapters/errors.tr.qmd:15-15	English links the Getting help page as [Getting help](help.qmd). Turkish writes [Yardım alma] with no link target, so the cross-reference to that chapter is absent.	The reader is told to see a page on getting help but is given no way to reach it, and the text renders as literal brackets.	medium
errors	tr	Common errors	S3.P1	missing	chapters/errors.qmd:20-20	chapters/errors.tr.qmd:20-20	English links Noam Ross's analysis at .../blob/master/misc/stack-overflow-common-r-errors.md. In Turkish the URL is cut after '/misc' and the remaining path fragment '/stack-overflow-common-r-errors.md' is left in the running text, so the link does not point at the analysis.	A reader following the link lands on a directory rather than the cited analysis of common R error messages.	medium
errors	tr	Resources	S13.P1	missing	chapters/errors.qmd:141-141	chapters/errors.tr.qmd:135-135	English links the r-bloggers post as a single markdown link. In Turkish the closing bracket and the opening parenthesis are separated by intervening words, so the markdown link is broken and the resource is not hyperlinked.	The only resource in the chapter renders as bracketed text plus a bare URL, so the reader cannot click through to it.	low
errors	tr	Package errors	S5.P2	missing	chapters/errors.qmd:39-39	chapters/errors.tr.qmd:39-39	English gives three causes for 'could not find function': a typo, forgetting to install the package, or forgetting to load it. Turkish gives a typo and a single 'yüklemeyi unuttuğunuz', collapsing install and load into one verb.	A reader whose package is installed but not attached with library() is not pointed at the loading step as a separate cause.	low
errors	vn	Package errors / Cac loi lien quan den Package	S5.P1	missing	chapters/errors.qmd:57-57	chapters/errors.vn.qmd:57-57	The English states the 00LOCK recovery procedure: open the R library folder in your computer directory (e.g. R/win-library/), find the folder named 00LOCK, delete it manually, retry the install, and understand that an interrupted previous install caused it. The Vietnamese sentence translates only the opening conditional clause and leaves the whole procedure and its cause in untranslated English.	A Vietnamese-only reader reaches the 00LOCK error, reads the translated condition, and then hits English text. They do not learn where the library folder is, that the 00LOCK folder must be deleted by hand, that the install must be retried, or that an interrupted install is the cause. They cannot recover from the error using this chapter.	high
errors	vn	R Markdown errors / Loi R Markdown	S11.P1	missing	chapters/errors.qmd:129-129	chapters/errors.vn.qmd:129-129	The English qualifies the trigger as an error message that CONTAINS SOMETHING LIKE `Error in options[[sprintf("fig.%s", i)]]`; the Vietnamese states the error message IS that string ('Neu thong bao loi la'), dropping the approximate-match qualifier.	A Vietnamese reader whose error message merely resembles the quoted string, or embeds it in a longer message, concludes the advice does not apply and does not check their knitr out.width / out.height chunk options.	low
factors	es	By appearance / Por apariencia	S17.P1	added	chapters/factors.qmd:267-270	chapters/factors.es.qmd:243-243	The Spanish text claims the author renamed the r4ds metapackage to r4dses, cleaned up DESCRIPTION and .Rbuildignore, deleted unneeded files, and got zero errors, warnings and notes from devtools::check(). The English has no such statement anywhere in the chapter.	A Spanish reader in the middle of a section about fct_inorder() meets an unrelated paragraph about packaging a different book's repository, and may conclude it is an instruction belonging to the factor workflow or that the handbook expects them to run devtools::check().	high
factors	es	By appearance / Por apariencia	S17.P1	added	chapters/factors.qmd:267-270	chapters/factors.es.qmd:245-245	The Spanish text claims the book repository is partly an R package and that devtools::install_github("cienciadedatos/r4ds") installs the book dependencies by reading the DESCRIPTION file. The English chapter makes no claim about a book repository or about installing dependencies from GitHub.	A Spanish reader may run devtools::install_github("cienciadedatos/r4ds") believing it is a required setup step for this handbook chapter; it is not, and it installs an unrelated third-party repository.	high
