chapter	lang	en_segment_id	tr_segment_id	relation	confidence	reviewed
cleaning	es	S59.P1	S59.P1	1-1	high	TRUE
cleaning	es	S59.P2	S59.P2	1-1	high	TRUE
cleaning	es	S60.P1	S60.P1	1-1	high	TRUE
cleaning	es	S60.P2	S60.P2	1-1	high	TRUE
cleaning	es	S61.P1	S61.P1	1-1	high	TRUE
cleaning	es	S62.P1	S62.P1	1-1	high	TRUE
cleaning	es	S63.P1	S63.P1	1-1	high	TRUE
cleaning	es	S64.P1	S64.P1	1-1	high	TRUE
cleaning	es	S64.P2	S64.P2	1-1	high	TRUE
cleaning	es	S64.P3	S64.P3	1-1	high	TRUE
cleaning	es	S64.P4	S64.P4	1-1	high	TRUE
cleaning	es	S65.P1	S65.P1	1-1	high	TRUE
cleaning	es	S65.P2	S65.P2	1-1	high	TRUE
cleaning	es	S66.P1	S66.P1	1-1	high	TRUE
cleaning	es	S66.P2	S66.P2	1-1	high	TRUE
cleaning	es	S66.P3	S66.P3	1-1	high	TRUE
cleaning	es	S67.P1	S67.P1	1-1	high	TRUE
cleaning	es	S68.P1	S68.P1	1-1	high	TRUE
cleaning	es	S68.P2	S68.P2	1-1	high	TRUE
cleaning	es	S68.P3	S68.P3	1-1	high	TRUE
cleaning	es	S69.P1	S69.P1	1-1	high	TRUE
cleaning	fr	S1.P1	S1.P1	1-1	high	TRUE
cleaning	fr	S2.P1	S2.P1	1-1	high	TRUE
cleaning	fr	S3.P1	S3.P1	1-1	high	TRUE
cleaning	fr	S4.P1	S4.P1	1-1	high	TRUE
cleaning	fr	S5.P1	S5.P1	1-1	high	TRUE
cleaning	fr	S6.P1	S6.P1	1-1	high	TRUE
cleaning	fr	S6.P2	S6.P2	1-1	high	TRUE
cleaning	fr	S8.P1	S8.P1	1-1	high	TRUE
cleaning	fr	S8.P2	S8.P2	1-1	high	TRUE
cleaning	fr	S9.P1	S9.P1	1-1	high	TRUE
cleaning	fr	S9.P2	S9.P2	1-1	high	TRUE
cleaning	fr	S10.P1	S10.P1	1-1	high	TRUE
cleaning	fr	S10.P2	S10.P2	1-1	high	TRUE
cleaning	fr	NA	S11.P1	unmatched-tr	high	TRUE
cleaning	fr	S11.P1	S12.P1	1-1	high	TRUE
cleaning	fr	S11.P2	S12.P2	1-1	high	TRUE
cleaning	fr	S12.P1	S13.P1	1-1	high	TRUE
cleaning	fr	S12.P2	S13.P2	1-1	high	TRUE
cleaning	fr	S13.P1	S14.P1	1-1	high	TRUE
cleaning	fr	S14.P1	S15.P1	1-1	high	TRUE
cleaning	fr	S16.P1	S17.P1	1-1	high	TRUE
cleaning	fr	S17.P1	S18.P1	1-1	high	TRUE
cleaning	fr	S17.P2	S18.P2	1-1	high	TRUE
cleaning	fr	S18.P1	S19.P1	1-1	high	TRUE
cleaning	fr	S19.P1	S20.P1	1-1	high	TRUE
cleaning	fr	S20.P1	S21.P1	1-1	high	TRUE
cleaning	fr	S20.P2	S21.P2	1-1	high	TRUE
cleaning	fr	S20.P3	S21.P3	1-1	high	TRUE
cleaning	fr	S20.P4	S21.P4	1-1	high	TRUE
cleaning	fr	S20.P5	S21.P5	1-1	high	TRUE
cleaning	fr	S21.P1	S22.P1	1-1	high	TRUE
cleaning	fr	S21.P2	S22.P2	1-1	high	TRUE
cleaning	fr	S22.P1	S23.P1	1-1	high	TRUE
cleaning	fr	S23.P1	S24.P1	1-1	high	TRUE
cleaning	fr	S23.P2	S24.P2	1-1	high	TRUE
cleaning	fr	S24.P1	S25.P1	1-1	high	TRUE
cleaning	fr	S24.P2	S25.P2	1-1	high	TRUE
cleaning	fr	S24.P3	S25.P3	1-1	high	TRUE
cleaning	fr	S25.P1	S26.P1	1-1	high	TRUE
cleaning	fr	S26.P1	S27.P1	1-1	high	TRUE
cleaning	fr	S26.P2	S27.P2	1-1	high	TRUE
cleaning	fr	S26.P3	S27.P3	1-1	high	TRUE
cleaning	fr	S26.P4	S27.P4	1-1	high	TRUE
cleaning	fr	S26.P5	S27.P5	1-1	high	TRUE
cleaning	fr	S27.P1	S28.P1	1-1	high	TRUE
cleaning	fr	S27.P2	S28.P2	1-1	high	TRUE
cleaning	fr	S27.P3	S28.P3	1-1	high	TRUE
cleaning	fr	S27.P4	S28.P4	1-1	high	TRUE
cleaning	fr	S28.P1	S29.P1	1-1	high	TRUE
cleaning	fr	S28.P2	S29.P2	1-1	high	TRUE
cleaning	fr	S29.P1	S30.P1	1-1	high	TRUE
cleaning	fr	S30.P1	S31.P1	1-1	high	TRUE
cleaning	fr	S30.P2	S31.P2	1-1	high	TRUE
cleaning	fr	S30.P3	S31.P3	1-1	high	TRUE
cleaning	fr	S30.P4	S31.P4	1-1	high	TRUE
cleaning	fr	S30.P5	S31.P5	1-1	high	TRUE
cleaning	fr	S31.P1	S32.P1	1-1	high	TRUE
cleaning	fr	S32.P1	S33.P1	1-1	high	TRUE
cleaning	fr	S32.P2	S33.P2	1-1	high	TRUE
cleaning	fr	S32.P3	S33.P3	1-1	high	TRUE
cleaning	fr	S33.P1	S34.P1	1-1	high	TRUE
cleaning	fr	S33.P2	S34.P2	1-1	high	TRUE
cleaning	fr	S33.P3	S34.P3	1-1	high	TRUE
cleaning	fr	S33.P4	S34.P4	1-1	high	TRUE
cleaning	fr	S34.P1	S35.P1	1-1	high	TRUE
cleaning	fr	S35.P1	S36.P1	1-1	high	TRUE
cleaning	fr	S36.P1	S37.P1	1-1	high	TRUE
cleaning	fr	S37.P1	S38.P1	1-1	high	TRUE
cleaning	fr	S37.P2	S38.P2	1-1	high	TRUE
cleaning	fr	S37.P3	S38.P3	1-1	high	TRUE
cleaning	fr	S37.P4	S38.P4	1-1	high	TRUE
cleaning	fr	S37.P5	S38.P5	1-1	high	TRUE
cleaning	fr	S38.P1	S39.P1	1-1	high	TRUE
cleaning	fr	S40.P1	S41.P1	1-1	high	TRUE
cleaning	fr	S40.P2	S41.P2	1-1	high	TRUE
cleaning	fr	S41.P1	S42.P1	1-1	high	TRUE
cleaning	fr	S41.P2	S42.P2	1-1	high	TRUE
cleaning	fr	S41.P3	S42.P3	1-1	high	TRUE
cleaning	fr	S41.P4	S42.P4	1-1	high	TRUE
cleaning	fr	S42.P1	S43.P1	1-1	high	TRUE
cleaning	fr	S42.P2	S43.P2	1-1	high	TRUE
cleaning	fr	S42.P3	S43.P3	1-1	high	TRUE
cleaning	fr	S43.P1	S44.P1	1-1	high	TRUE
cleaning	fr	S43.P2	S44.P2	1-1	high	TRUE
cleaning	fr	S43.P3	S44.P3	1-1	high	TRUE
cleaning	fr	S43.P4	S44.P4	1-1	high	TRUE
cleaning	fr	S44.P1	S45.P1	1-1	high	TRUE
cleaning	fr	S44.P2	S45.P2	1-1	high	TRUE
cleaning	fr	S44.P3	S45.P3	1-1	high	TRUE
cleaning	fr	S44.P4	S45.P4	1-1	high	TRUE
cleaning	fr	S44.P5	S45.P5	1-1	high	TRUE
cleaning	fr	S45.P1	S46.P1	1-1	high	TRUE
cleaning	fr	S45.P2	S46.P2	1-1	high	TRUE
cleaning	fr	S46.P1	S47.P1	1-1	high	TRUE
cleaning	fr	S47.P1	S48.P1	1-1	high	TRUE
cleaning	fr	S47.P2	S48.P2	1-1	high	TRUE
cleaning	fr	S47.P3	S48.P3	1-1	high	TRUE
cleaning	fr	S48.P1	S49.P1	1-1	high	TRUE
cleaning	fr	S48.P2	S49.P2	1-1	high	TRUE
cleaning	fr	S48.P3	S49.P3	1-1	high	TRUE
cleaning	fr	S48.P4	S49.P4	1-1	high	TRUE
cleaning	fr	S48.P5	S49.P5	1-1	high	TRUE
cleaning	fr	S49.P1	S50.P1	1-1	high	TRUE
cleaning	fr	S49.P2	S50.P2	1-1	high	TRUE
cleaning	fr	S49.P3	S50.P3	1-1	high	TRUE
cleaning	fr	S49.P4	S50.P4	1-1	high	TRUE
cleaning	fr	S49.P5	S50.P5	1-1	high	TRUE
cleaning	fr	S50.P1	S51.P1	1-1	high	TRUE
cleaning	fr	S50.P2	S51.P2	1-1	high	TRUE
cleaning	fr	S51.P1	S52.P1	1-1	high	TRUE
cleaning	fr	S51.P2	S52.P2	1-1	high	TRUE
cleaning	fr	S52.P1	S53.P1	1-1	high	TRUE
cleaning	fr	S53.P1	S54.P1	1-1	high	TRUE
cleaning	fr	S53.P2	S54.P2	1-1	high	TRUE
cleaning	fr	S55.P1	S56.P1	1-1	high	TRUE
cleaning	fr	S55.P2	S56.P2	1-1	high	TRUE
cleaning	fr	S56.P1	S57.P1	1-1	high	TRUE
cleaning	fr	S57.P1	S58.P1	1-1	high	TRUE
cleaning	fr	S58.P1	S59.P1	1-1	high	TRUE
cleaning	fr	S58.P2	S59.P2	1-1	high	TRUE
cleaning	fr	S59.P1	S60.P1	1-1	high	TRUE
cleaning	fr	S59.P2	S60.P2	1-1	high	TRUE
cleaning	fr	S60.P1	S61.P1	1-1	high	TRUE
cleaning	fr	S60.P2	S61.P2	1-1	high	TRUE
cleaning	fr	S61.P1	S62.P1	1-1	high	TRUE
cleaning	fr	S62.P1	S63.P1	1-1	high	TRUE
cleaning	fr	S63.P1	S64.P1	1-1	high	TRUE
cleaning	fr	S64.P1	S65.P1	1-1	high	TRUE
cleaning	fr	S64.P2	S65.P2	1-1	high	TRUE
cleaning	fr	S64.P3	S65.P3	1-1	high	TRUE
cleaning	fr	S64.P4	S65.P4	1-1	high	TRUE
cleaning	fr	S65.P1	S66.P1	1-1	high	TRUE
cleaning	fr	S65.P2	S66.P2	1-1	high	TRUE
cleaning	fr	S66.P1	S67.P1	1-1	high	TRUE
cleaning	fr	S66.P2	S67.P2	1-1	high	TRUE
cleaning	fr	S66.P3	S67.P3	1-1	high	TRUE
cleaning	fr	S67.P1	S68.P1	1-1	high	TRUE
cleaning	fr	S68.P1	S69.P1	1-1	high	TRUE
cleaning	fr	S68.P2	S69.P2	1-1	high	TRUE
cleaning	fr	S68.P3	S69.P3	1-1	high	TRUE
cleaning	fr	S69.P1	S70.P1	1-1	high	TRUE
cleaning	jp	S0.P1	S0.P1	1-1	high	TRUE
cleaning	jp	S1.P1	S1.P1	1-1	high	TRUE
cleaning	jp	S1.P2	S1.P2	1-1	high	TRUE
cleaning	jp	S2.P1	S2.P1	1-1	high	TRUE
cleaning	jp	S3.P1	S3.P1	1-1	high	TRUE
cleaning	jp	S4.P1	S4.P1	1-1	high	TRUE
cleaning	jp	S5.P1	S5.P1	1-1	high	TRUE
cleaning	jp	S5.P2	S5.P2	1-1	high	TRUE
cleaning	jp	S6.P1	S6.P1	1-1	high	TRUE
cleaning	jp	S7.P1	S7.P1	1-1	high	TRUE
cleaning	jp	S7.P2	S7.P2	1-1	high	TRUE
cleaning	jp	S8.P1	S8.P1	1-1	high	TRUE
cleaning	jp	S8.P2	S8.P2	1-1	high	TRUE
cleaning	jp	S9.P1	S9.P1	1-1	high	TRUE
cleaning	jp	S9.P2	S9.P2	1-1	high	TRUE
cleaning	jp	S10.P1	S10.P1	1-1	high	TRUE
cleaning	jp	S10.P2	S10.P2	1-1	high	TRUE
cleaning	jp	S11.P1	S11.P1	1-1	high	TRUE
cleaning	jp	S11.P2	S11.P2	1-1	high	TRUE
cleaning	jp	S12.P1	S12.P1	1-1	high	TRUE
cleaning	jp	S13.P1	S13.P1	1-1	high	TRUE
cleaning	jp	S14.P1	S14.P1	1-1	high	TRUE
cleaning	jp	S15.P1	S15.P1	1-1	high	TRUE
cleaning	jp	S16.P1	S16.P1	1-1	high	TRUE
cleaning	jp	S16.P2	S16.P2	1-1	high	TRUE
cleaning	jp	S17.P1	S17.P1	1-1	high	TRUE
cleaning	jp	S18.P1	S18.P1	1-1	high	TRUE
cleaning	jp	S19.P1	S19.P1	1-1	high	TRUE
cleaning	jp	S19.P2	S19.P2	1-1	high	TRUE
cleaning	jp	S19.P3	S19.P3	1-1	high	TRUE
cleaning	jp	S19.P4	S19.P4	1-1	high	TRUE
cleaning	jp	S19.P5	S19.P5	1-1	high	TRUE
cleaning	jp	S20.P1	S20.P1	1-1	high	TRUE
cleaning	jp	S20.P2	S20.P2	1-1	high	TRUE
cleaning	jp	S21.P1	S21.P1	1-1	high	TRUE
cleaning	jp	S22.P1	S22.P1	1-1	high	TRUE
cleaning	jp	S22.P2	S22.P2	1-1	high	TRUE
cleaning	jp	S23.P1	S23.P1	1-1	high	TRUE
cleaning	jp	S23.P2	S23.P2	1-1	high	TRUE
cleaning	jp	S23.P3	S23.P3	1-1	high	TRUE
cleaning	jp	S24.P1	S24.P1	1-1	high	TRUE
cleaning	jp	S25.P1	S25.P1	1-1	high	TRUE
cleaning	jp	S25.P2	S25.P2	1-1	high	TRUE
cleaning	jp	S25.P3	S25.P3	1-1	high	TRUE
cleaning	jp	S25.P4	S25.P4	1-1	high	TRUE
cleaning	jp	S25.P5	S25.P5	1-1	high	TRUE
cleaning	jp	S26.P1	S26.P1	1-1	high	TRUE
cleaning	jp	S26.P2	S26.P2	1-1	high	TRUE
cleaning	jp	S26.P3	S26.P3	1-1	high	TRUE
cleaning	jp	S26.P4	S26.P4	1-1	high	TRUE
cleaning	jp	S27.P1	S27.P1	1-1	high	TRUE
cleaning	jp	S27.P2	S27.P2	1-1	high	TRUE
cleaning	jp	S28.P1	S28.P1	1-1	high	TRUE
cleaning	jp	S29.P1	S29.P1	1-1	high	TRUE
cleaning	jp	S29.P2	S29.P2	1-1	high	TRUE
cleaning	jp	S29.P3	S29.P3	1-1	high	TRUE
cleaning	jp	S29.P4	S29.P4	1-1	high	TRUE
cleaning	jp	S29.P5	S29.P5	1-1	high	TRUE
cleaning	jp	S30.P1	S30.P1	1-1	high	TRUE
cleaning	jp	S31.P1	S31.P1	1-1	high	TRUE
cleaning	jp	S31.P2	S31.P2	1-1	high	TRUE
cleaning	jp	S31.P3	S31.P3	1-1	high	TRUE
cleaning	jp	S32.P1	S32.P1	1-1	high	TRUE
cleaning	jp	S32.P2	S32.P2	1-1	high	TRUE
cleaning	jp	S32.P3	S32.P3	1-1	high	TRUE
cleaning	jp	S32.P4	S32.P4	1-1	high	TRUE
cleaning	jp	S33.P1	S33.P1	1-1	high	TRUE
cleaning	jp	S34.P1	S34.P1	1-1	high	TRUE
cleaning	jp	S35.P1	S35.P1	1-1	high	TRUE
cleaning	jp	S36.P1	S36.P1	1-1	high	TRUE
cleaning	jp	S36.P2	S36.P2	1-1	high	TRUE
cleaning	jp	S36.P3	S36.P3	1-1	high	TRUE
cleaning	jp	S36.P4	S36.P4	1-1	high	TRUE
cleaning	jp	S36.P5	S36.P5	1-1	high	TRUE
cleaning	jp	S37.P1	S37.P1	1-1	high	TRUE
cleaning	jp	S38.P1	S38.P1	1-1	high	TRUE
cleaning	jp	S39.P1	S39.P1	1-1	high	TRUE
cleaning	jp	S39.P2	S39.P2	1-1	high	TRUE
cleaning	jp	S40.P1	S40.P1	1-1	high	TRUE
cleaning	jp	S40.P2	S40.P2	1-1	high	TRUE
cleaning	jp	S40.P3	S40.P3	1-1	high	TRUE
cleaning	jp	S40.P4	S40.P4	1-1	high	TRUE
cleaning	jp	S41.P1	S41.P1	1-1	high	TRUE
cleaning	jp	S41.P2	S41.P2	1-1	high	TRUE
cleaning	jp	S41.P3	S41.P3	1-1	high	TRUE
cleaning	jp	S42.P1	S42.P1	1-1	high	TRUE
cleaning	jp	S42.P2	S42.P2	1-1	high	TRUE
cleaning	jp	S42.P3	S42.P3	1-1	high	TRUE
cleaning	jp	S42.P4	S42.P4	1-1	high	TRUE
cleaning	jp	S43.P1	S43.P1	1-1	high	TRUE
cleaning	jp	S43.P2	S43.P2	1-1	high	TRUE
cleaning	jp	S43.P3	S43.P3	1-1	high	TRUE
cleaning	jp	S43.P4	S43.P4	1-1	high	TRUE
cleaning	jp	S43.P5	S43.P5	1-1	high	TRUE
cleaning	jp	S44.P1	S44.P1	1-1	high	TRUE
cleaning	jp	S44.P2	S44.P2	1-1	high	TRUE
cleaning	jp	S45.P1	S45.P1	1-1	high	TRUE
cleaning	jp	S46.P1	S46.P1	1-1	high	TRUE
cleaning	jp	S46.P2	S46.P2	1-1	high	TRUE
cleaning	jp	S46.P3	S46.P3	1-1	high	TRUE
cleaning	jp	S47.P1	S47.P1	1-1	high	TRUE
cleaning	jp	S47.P2	S47.P2	1-1	high	TRUE
cleaning	jp	S47.P3	S47.P3	1-1	high	TRUE
cleaning	jp	S47.P4	S47.P4	1-1	high	TRUE
cleaning	jp	S47.P5	S47.P5	1-1	high	TRUE
cleaning	jp	S48.P1	S48.P1	1-1	high	TRUE
cleaning	jp	S48.P2	S48.P2	1-1	high	TRUE
cleaning	jp	S48.P3	S48.P3	1-1	high	TRUE
cleaning	jp	S48.P4	S48.P4	1-1	high	TRUE
cleaning	jp	S48.P5	S48.P5	1-1	high	TRUE
cleaning	jp	S49.P1	S49.P1	1-1	high	TRUE
cleaning	jp	S49.P2	S49.P2	1-1	high	TRUE
cleaning	jp	S50.P1	S50.P1	1-1	high	TRUE
cleaning	jp	S50.P2	S50.P2	1-1	high	TRUE
cleaning	jp	S51.P1	S51.P1	1-1	high	TRUE
cleaning	jp	S52.P1	S52.P1	1-1	high	TRUE
cleaning	jp	S52.P2	S52.P2	1-1	high	TRUE
cleaning	jp	S53.P1	S53.P1	1-1	high	TRUE
cleaning	jp	S54.P1	S54.P1	1-1	high	TRUE
cleaning	jp	S54.P2	S54.P2	1-1	high	TRUE
cleaning	jp	S55.P1	S55.P1	1-1	high	TRUE
cleaning	jp	S56.P1	S56.P1	1-1	high	TRUE
cleaning	jp	S57.P1	S57.P1	1-1	high	TRUE
cleaning	jp	S57.P2	S57.P2	1-1	high	TRUE
cleaning	jp	S58.P1	S58.P1	1-1	high	TRUE
cleaning	jp	S58.P2	S58.P2	1-1	high	TRUE
cleaning	jp	S59.P1	S59.P1	1-1	high	TRUE
cleaning	jp	S59.P2	S59.P2	1-1	high	TRUE
cleaning	jp	S60.P1	S60.P1	1-1	high	TRUE
cleaning	jp	S61.P1	S61.P1	1-1	high	TRUE
cleaning	jp	S62.P1	S62.P1	1-1	high	TRUE
cleaning	jp	S63.P1	S63.P1	1-1	high	TRUE
cleaning	jp	S63.P2	S63.P2	1-1	high	TRUE
cleaning	jp	S63.P3	S63.P3	1-1	high	TRUE
cleaning	jp	S63.P4	S63.P4	1-1	high	TRUE
cleaning	jp	S64.P1	S64.P1	1-1	high	TRUE
cleaning	jp	S64.P2	S64.P2	1-1	high	TRUE
cleaning	jp	S65.P1	S65.P1	1-1	high	TRUE
cleaning	jp	S65.P2	S65.P2	1-1	high	TRUE
cleaning	jp	S65.P3	S65.P3	1-1	high	TRUE
cleaning	jp	S66.P1	S66.P1	1-1	high	TRUE
cleaning	jp	S66.P2	S66.P2	1-1	high	TRUE
cleaning	jp	S67.P1	S67.P1	1-1	high	TRUE
cleaning	jp	S67.P2	S67.P2	1-1	high	TRUE
cleaning	jp	S67.P3	S67.P3	1-1	high	TRUE
cleaning	jp	S68.P1	S68.P1	1-1	high	TRUE
cleaning	pt	S0.P1	S0.P1	1-1	high	TRUE
cleaning	pt	S1.P1	S1.P1	1-1	high	TRUE
cleaning	pt	S1.P2	S1.P2	1-1	high	TRUE
cleaning	pt	S2.P1	S2.P1	1-1	high	TRUE
cleaning	pt	S3.P1	S3.P1	1-1	high	TRUE
cleaning	pt	S4.P1	S4.P1	1-1	high	TRUE
cleaning	pt	S5.P1	S5.P1	1-1	high	TRUE
cleaning	pt	S5.P2	S5.P2	1-1	high	TRUE
cleaning	pt	S6.P1	S6.P1	1-1	high	TRUE
cleaning	pt	S7.P1	S7.P1	1-1	high	TRUE
cleaning	pt	S7.P2	S7.P2	1-1	high	TRUE
cleaning	pt	S8.P1	S8.P1	1-1	high	TRUE
cleaning	pt	S8.P2	S8.P2	1-1	high	TRUE
cleaning	pt	S9.P1	S9.P1	1-1	high	TRUE
cleaning	pt	S9.P2	S9.P2	1-1	high	TRUE
cleaning	pt	S10.P1	S10.P1	1-1	high	TRUE
cleaning	pt	S10.P2	S10.P2	1-1	high	TRUE
cleaning	pt	S11.P1	S11.P1	1-1	high	TRUE
cleaning	pt	S11.P2	S11.P2	1-1	high	TRUE
cleaning	pt	S12.P1	S12.P1	1-1	high	TRUE
cleaning	pt	S13.P1	S13.P1	1-1	high	TRUE
cleaning	pt	S14.P1	S14.P1	1-1	high	TRUE
cleaning	pt	S15.P1	S15.P1	1-1	high	TRUE
cleaning	pt	S16.P1	S16.P1	1-1	high	TRUE
cleaning	pt	S16.P2	S16.P2	1-1	high	TRUE
cleaning	pt	S17.P1	S17.P1	1-1	high	TRUE
cleaning	pt	S18.P1	S18.P1	1-1	high	TRUE
cleaning	pt	S19.P1	S19.P1	1-1	high	TRUE
cleaning	pt	S19.P2	S19.P2	1-1	high	TRUE
cleaning	pt	S19.P3	S19.P3	1-1	high	TRUE
cleaning	pt	S19.P4	S19.P4	1-1	high	TRUE
cleaning	pt	S19.P5	S19.P5	1-1	high	TRUE
cleaning	pt	S20.P1	S20.P1	1-1	high	TRUE
cleaning	pt	S20.P2	S20.P2	1-1	high	TRUE
cleaning	pt	S21.P1	S21.P1	1-1	high	TRUE
cleaning	pt	S22.P1	S22.P1	1-1	high	TRUE
cleaning	pt	S22.P2	S22.P2	1-1	high	TRUE
cleaning	pt	S23.P1	S23.P1	1-1	high	TRUE
cleaning	pt	S23.P2	S23.P2	1-1	high	TRUE
cleaning	pt	S23.P3	S23.P3	1-1	high	TRUE
cleaning	pt	S24.P1	S24.P1	1-1	high	TRUE
cleaning	pt	S25.P1	S25.P1	1-1	high	TRUE
cleaning	pt	S25.P2	S25.P2	1-1	high	TRUE
cleaning	pt	S25.P3	S25.P3	1-1	high	TRUE
cleaning	pt	S25.P4	S25.P4	1-1	high	TRUE
cleaning	pt	S25.P5	S25.P5	1-1	high	TRUE
cleaning	pt	S26.P1	S26.P1	1-1	high	TRUE
cleaning	pt	S26.P2	S26.P2	1-1	high	TRUE
cleaning	pt	S26.P3	S26.P3	1-1	high	TRUE
cleaning	pt	S26.P4	S26.P4	1-1	high	TRUE
cleaning	pt	S27.P1	S27.P1	1-1	high	TRUE
cleaning	pt	S27.P2	S27.P2	1-1	high	TRUE
cleaning	pt	S28.P1	S28.P1	1-1	high	TRUE
cleaning	pt	S29.P1	S29.P1	1-1	high	TRUE
cleaning	pt	S29.P2	S29.P2	1-1	high	TRUE
cleaning	pt	S29.P3	S29.P3	1-1	high	TRUE
cleaning	pt	S29.P4	S29.P4	1-1	high	TRUE
cleaning	pt	S29.P5	S29.P5	1-1	high	TRUE
cleaning	pt	S30.P1	S30.P1	1-1	high	TRUE
cleaning	pt	S31.P1	S31.P1	1-1	high	TRUE
cleaning	pt	S31.P2	S31.P2	1-1	high	TRUE
cleaning	pt	S31.P3	S31.P3	1-1	high	TRUE
cleaning	pt	S32.P1	S32.P1	1-1	high	TRUE
cleaning	pt	S32.P2	S32.P2	1-1	high	TRUE
cleaning	pt	S32.P3	S32.P3	1-1	high	TRUE
cleaning	pt	S32.P4	S32.P4	1-1	high	TRUE
cleaning	pt	S33.P1	S33.P1	1-1	high	TRUE
cleaning	pt	S34.P1	S34.P1	1-1	high	TRUE
cleaning	pt	S35.P1	S35.P1	1-1	high	TRUE
cleaning	pt	S36.P1	S36.P1	1-1	high	TRUE
cleaning	pt	S36.P2	S36.P2	1-1	high	TRUE
cleaning	pt	S36.P3	S36.P3	1-1	high	TRUE
cleaning	pt	S36.P4	S36.P4	1-1	high	TRUE
cleaning	pt	S36.P5	S36.P5	1-1	high	TRUE
cleaning	pt	S37.P1	S37.P1	1-1	high	TRUE
cleaning	pt	S38.P1	S38.P1	1-1	high	TRUE
cleaning	pt	S39.P1	S39.P1	1-1	high	TRUE
cleaning	pt	S39.P2	S39.P2	1-1	high	TRUE
cleaning	pt	S40.P1	S40.P1	1-1	high	TRUE
cleaning	pt	S40.P2	S40.P2	1-1	high	TRUE
cleaning	pt	S40.P3	S40.P3	1-1	high	TRUE
cleaning	pt	S40.P4	S40.P4	1-1	high	TRUE
cleaning	pt	S41.P1	S41.P1	1-1	high	TRUE
cleaning	pt	S41.P2	S41.P2	many-1	high	TRUE
cleaning	pt	S41.P3	S41.P2	many-1	high	TRUE
cleaning	pt	S42.P1	S42.P1	1-1	high	TRUE
cleaning	pt	S42.P2	S42.P2	1-1	high	TRUE
cleaning	pt	S42.P3	S42.P3	1-1	high	TRUE
cleaning	pt	S42.P4	S42.P4	1-1	high	TRUE
cleaning	pt	S43.P1	S43.P1	1-1	high	TRUE
cleaning	pt	S43.P2	S43.P2	1-1	high	TRUE
cleaning	pt	S43.P3	S43.P3	1-1	high	TRUE
cleaning	pt	S43.P4	S43.P4	1-1	high	TRUE
cleaning	pt	S43.P5	S43.P5	1-1	high	TRUE
cleaning	pt	S44.P1	S44.P1	1-1	high	TRUE
cleaning	pt	S44.P2	S44.P2	1-1	high	TRUE
cleaning	pt	S45.P1	S45.P1	1-1	high	TRUE
cleaning	pt	S46.P1	S46.P1	1-1	high	TRUE
cleaning	pt	S46.P2	S46.P2	1-1	high	TRUE
cleaning	pt	S46.P3	S46.P3	1-1	high	TRUE
cleaning	pt	S47.P1	S47.P1	1-1	high	TRUE
cleaning	pt	S47.P2	S47.P2	1-1	high	TRUE
cleaning	pt	S47.P3	S47.P3	1-1	high	TRUE
cleaning	pt	S47.P4	S47.P4	1-1	high	TRUE
cleaning	pt	S47.P5	S47.P5	1-1	high	TRUE
cleaning	pt	S48.P1	S48.P1	1-1	high	TRUE
cleaning	pt	S48.P2	S48.P2	1-1	high	TRUE
cleaning	pt	S48.P3	S48.P3	1-1	high	TRUE
cleaning	pt	S48.P4	S48.P4	1-1	high	TRUE
cleaning	pt	S48.P5	S48.P5	1-1	high	TRUE
cleaning	pt	S49.P1	S49.P1	1-1	high	TRUE
cleaning	pt	S49.P2	S49.P2	1-1	high	TRUE
cleaning	pt	S50.P1	S50.P1	1-1	high	TRUE
cleaning	pt	S50.P2	S50.P2	1-1	high	TRUE
cleaning	pt	S51.P1	S51.P1	1-1	high	TRUE
cleaning	pt	S52.P1	S52.P1	1-1	high	TRUE
cleaning	pt	S52.P2	S52.P2	1-1	high	TRUE
cleaning	pt	S53.P1	S53.P1	1-1	high	TRUE
cleaning	pt	S54.P1	S54.P1	1-1	high	TRUE
cleaning	pt	S54.P2	S54.P2	1-1	high	TRUE
cleaning	pt	S55.P1	S55.P1	1-1	high	TRUE
cleaning	pt	S56.P1	S56.P1	1-1	high	TRUE
cleaning	pt	S57.P1	S57.P1	1-1	high	TRUE
cleaning	pt	S57.P2	S57.P2	1-1	high	TRUE
cleaning	pt	S58.P1	S58.P1	1-1	high	TRUE
cleaning	pt	S58.P2	S58.P2	1-1	high	TRUE
cleaning	pt	S59.P1	S59.P1	1-1	high	TRUE
cleaning	pt	S59.P2	S59.P2	1-1	high	TRUE
cleaning	pt	S60.P1	S60.P1	1-1	high	TRUE
cleaning	pt	S61.P1	S61.P1	1-1	high	TRUE
cleaning	pt	S62.P1	S62.P1	1-1	high	TRUE
cleaning	pt	S63.P1	S63.P1	1-1	high	TRUE
cleaning	pt	S63.P2	S63.P2	1-1	high	TRUE
cleaning	pt	S63.P3	S63.P3	1-1	high	TRUE
cleaning	pt	S63.P4	S63.P4	1-1	high	TRUE
cleaning	pt	S64.P1	S64.P1	1-1	high	TRUE
cleaning	pt	S64.P2	S64.P2	1-1	high	TRUE
cleaning	pt	S65.P1	S65.P1	1-1	high	TRUE
cleaning	pt	S65.P2	S65.P2	1-1	high	TRUE
cleaning	pt	S65.P3	S65.P3	1-1	high	TRUE
cleaning	pt	S66.P1	S66.P1	1-1	high	TRUE
cleaning	pt	S66.P2	S66.P2	1-1	high	TRUE
cleaning	pt	S67.P1	S67.P1	1-1	high	TRUE
